"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012/2013","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","5150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","5360","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","5520","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","5690","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","5860","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","6030","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","6150","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","6270","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","6390","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427184","3.6","6450","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","5150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","5360","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","5520","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","5690","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","5860","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","6030","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","6150","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","6270","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","6390","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427185","3.7","6450","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","5150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","5360","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","5520","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","5690","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","5860","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","6030","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","6150","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","6270","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","6390","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427186","3.8","6450","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","","..","","","0"
"2016/2017","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","5860","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","6030","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","6150","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","6270","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","6390","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427187","3.9","6450","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073541826","3.10","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073541826","3.10","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073541826","3.10","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073541826","3.10","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399409","3.11","6030","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399409","3.11","6150","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399409","3.11","6270","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399409","3.11","6390","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399409","3.11","6450","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073541827","3.12","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073541827","3.12","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073541827","3.12","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073541827","3.12","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073541828","3.13","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073541828","3.13","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073541828","3.13","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073541828","3.13","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","5150","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","5360","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","5520","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","5690","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","5860","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","6030","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","6150","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","6270","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","6390","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427176","3.14","6450","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073541829","3.15","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073541829","3.15","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073541829","3.15","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073541829","3.15","","..","","","0"
